custid,active,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,days_active,days_conversion,firstorderday,lastorderday,single_day_customer,days_lastorderrecency
SBJSTR,0,2011-05-11,2011-06-11,2011-06-11,0,0.0,0.0,53.95,0.0,0,0,0,Tuesday,DEL,0,31,Saturday,Saturday,True,2416
4P69JL,0,2010-02-10,2011-01-09,2012-10-07,0,0.0,0.0,70.83,0.018838305,0,0,0,Monday,DEL,637,333,Sunday,Sunday,False,1932
Y3Q9RE,0,2010-10-20,2010-11-07,2010-11-07,0,0.0,0.0,49.76,0.0,0,0,0,Friday,DEL,0,18,Sunday,Sunday,True,2632
SH97N,0,2011-03-22,2011-05-02,2011-06-13,41,21.95121951,0.0,71.57,0.119047619,0,0,0,Monday,BOM,42,41,Monday,Monday,False,2414
F8CALQ,1,2010-10-04,2011-03-02,2011-03-02,40,5.0,0.0,48.29,0.0,0,0,0,Thursday,DEL,0,149,Wednesday,Wednesday,True,2517
AZ48MV,1,2011-03-09,2011-04-07,2011-08-05,39,7.692307692000001,2.564102564,105.92,0.033333333,0,0,0,Friday,DEL,120,29,Thursday,Friday,False,2361
VZSLYC,0,2011-01-24,2011-04-07,2013-02-19,0,0.0,0.0,180.43,0.043859649,1,0,0,Friday,DEL,684,73,Thursday,Tuesday,False,1797
9FT8PL,0,2011-02-18,2011-03-27,2013-08-19,0,0.0,0.0,151.63,0.057077626,1,0,0,Friday,DEL,876,37,Sunday,Monday,False,1616
6B6RCS,0,2011-05-03,2011-05-03,2011-05-03,0,0.0,0.0,47.16,0.0,0,0,0,Wednesday,DEL,0,0,Tuesday,Tuesday,True,2455
AL2LGA,0,2010-10-12,2012-02-01,2012-02-01,0,0.0,0.0,52.62,0.0,0,0,0,Wednesday,BOM,0,477,Wednesday,Wednesday,True,2181
7VK6PX,1,2010-09-27,2010-10-11,2010-10-11,41,14.63414634,2.43902439,41.29,0.0,0,0,0,Wednesday,DEL,0,14,Monday,Monday,True,2659
FHKQJY,0,2010-03-17,2010-03-17,2010-03-17,28,21.42857143,0.0,30.09,0.0,0,0,0,Thursday,DEL,0,0,Wednesday,Wednesday,True,2867
2WCFBU,0,2010-08-25,2011-10-25,2011-11-15,27,62.96296296,0.0,72.78,0.19047619,0,0,0,Wednesday,DEL,21,426,Tuesday,Tuesday,False,2259
BWVPGQ,1,2010-09-20,2011-04-17,2011-04-17,46,4.347826087,2.173913043,103.83,0.0,1,0,0,Tuesday,DEL,0,209,Sunday,Sunday,True,2471
X3299E,1,2010-08-12,2011-01-07,2013-11-05,48,10.41666667,8.333333332999999,132.43,0.052274927,1,0,0,Tuesday,DEL,1033,148,Friday,Tuesday,False,1538
KJ8J2C,0,2011-04-12,2011-04-12,2011-04-12,0,0.0,0.0,63.9,0.0,0,0,0,Tuesday,DEL,0,0,Tuesday,Tuesday,True,2476
BJAPV3,0,2011-01-24,2011-03-20,2013-09-26,0,0.0,0.0,53.85,0.060803474,1,0,0,Friday,DEL,921,55,Sunday,Thursday,False,1578
VJYRQ8,0,2009-06-26,2010-01-21,2010-07-20,0,0.0,0.0,48.81,0.244444444,0,0,0,Thursday,DEL,180,209,Thursday,Tuesday,False,2742
3ETY2H,0,2011-03-06,2011-03-10,2011-03-10,0,0.0,0.0,67.94,0.0,0,0,0,Thursday,BOM,0,4,Thursday,Thursday,True,2509
BSC6KU,1,2009-12-17,2011-05-16,2012-09-03,45,0.0,0.0,71.56,0.004201681,0,0,0,Tuesday,DEL,476,515,Monday,Monday,False,1966
ABHHAT,0,2010-11-17,2010-11-17,2010-11-17,0,0.0,0.0,49.83,0.0,0,0,0,Friday,DEL,0,0,Wednesday,Wednesday,True,2622
RH5VGB,1,2010-10-21,2011-03-25,2012-03-30,18,0.0,0.0,40.97,0.016172507,0,0,0,Friday,BOM,371,155,Friday,Friday,False,2123
ER99UJ,1,2010-09-02,2010-11-07,2013-10-21,53,3.773584906,1.886792453,85.39,0.014828545,0,0,0,Monday,DEL,1079,66,Sunday,Monday,False,1553
86SLAH,1,2010-08-27,2011-11-15,2011-11-15,38,39.47368421,15.78947368,52.15,0.0,0,0,0,Thursday,BOM,0,445,Tuesday,Tuesday,True,2259
TJJPG,1,2011-04-24,2011-05-04,2013-06-26,31,100.0,19.35483871,103.97,0.047193878,1,0,0,Thursday,DEL,784,10,Wednesday,Wednesday,False,1670
GCXDYV,0,2011-01-23,2011-03-29,2011-05-16,0,0.0,0.0,35.82,0.333333333,0,0,0,Tuesday,BOM,48,65,Tuesday,Monday,False,2442
8REF6A,0,2010-09-02,2010-09-15,2010-10-13,0,0.0,0.0,33.81,0.17857142899999998,0,0,0,Thursday,BOM,28,13,Wednesday,Wednesday,False,2657
JD489B,1,2011-01-25,2011-02-01,2011-02-01,36,58.33333333,0.0,30.36,0.0,0,0,0,Wednesday,BOM,0,7,Tuesday,Tuesday,True,2546
Y6C6NW,1,2010-09-18,2010-09-20,2012-08-24,32,93.75,0.0,74.45,0.009943182,0,0,0,Monday,DEL,704,2,Monday,Friday,False,1976
UDKBWA,1,2011-03-06,2011-04-06,2014-01-19,60,30.0,8.333333332999999,147.77,0.122669284,0,0,1,Friday,BOM,1019,31,Wednesday,Sunday,False,1463
Z3M84Z,0,2008-07-21,2008-08-19,2009-04-07,0,0.0,0.0,16.09,0.034632035,0,0,0,Tuesday,DEL,231,29,Tuesday,Tuesday,False,3211
JJH6BE,0,2009-11-24,2010-10-22,2014-01-13,13,100.0,46.15384615,74.59,0.039864292,1,1,0,Friday,DEL,1179,332,Friday,Monday,False,1469
FEUEP6,1,2010-08-22,2010-08-22,2013-06-17,47,4.255319149,4.255319149,48.01,0.006796117,0,0,0,Monday,DEL,1030,0,Sunday,Monday,False,1679
CGUZKY,1,2010-09-01,2011-05-01,2013-06-17,48,2.083333333,0.0,228.24,0.075835476,0,0,0,Monday,DEL,778,242,Sunday,Monday,False,1679
S6MWEQ,1,2010-03-23,2010-04-27,2013-11-06,48,16.66666667,10.41666667,49.81,0.010861133,0,0,0,Friday,DEL,1289,35,Tuesday,Wednesday,False,1537
646VZ8,1,2011-02-24,2011-04-24,2011-04-30,16,0.0,0.0,79.25,0.333333333,0,0,0,Monday,DEL,6,59,Sunday,Saturday,False,2458
BCERB3,1,2009-12-27,2010-03-05,2011-07-13,45,8.888888889,2.222222222,50.49,0.074747475,0,0,0,Friday,DEL,495,68,Friday,Wednesday,False,2384
3EEP8A,1,2011-02-03,2011-02-10,2011-05-22,16,0.0,0.0,51.31,0.01980198,0,0,0,Wednesday,BOM,101,7,Thursday,Sunday,False,2436
3F2G9G,1,2011-02-14,2011-02-14,2011-02-14,45,0.0,0.0,41.81,0.0,0,0,0,Monday,DEL,0,0,Monday,Monday,True,2533
2Z2YX3,1,2010-10-27,2010-11-15,2014-01-16,47,31.91489362,4.255319149,34.51,0.008635579,0,0,0,Wednesday,BOM,1158,19,Monday,Thursday,False,1466
SHVHNF,1,2009-09-09,2010-03-18,2012-10-25,46,13.04347826,0.0,48.65,0.022058824,0,0,0,Friday,DEL,952,190,Thursday,Thursday,False,1914
ESAZ2K,0,2011-03-06,2011-04-29,2012-09-08,0,0.0,0.0,59.7,0.108433735,1,0,0,Monday,BOM,498,54,Friday,Saturday,False,1961
FWCQ9Y,1,2009-05-06,2011-02-22,2013-11-05,44,45.45454545,11.36363636,54.35,0.051671733,0,0,0,Tuesday,DEL,987,657,Tuesday,Tuesday,False,1538
GZVBPC,1,2010-07-22,2013-09-02,2013-12-30,41,29.26829268,4.87804878,50.46,0.016806723,1,0,0,Tuesday,BOM,119,1138,Monday,Monday,False,1483
42D2Z3,1,2010-01-11,2010-01-11,2010-01-11,45,6.666666667,2.222222222,25.93,0.0,0,0,0,Tuesday,DEL,0,0,Monday,Monday,True,2932
4A6UZV,1,2011-01-17,2011-02-01,2011-03-02,16,0.0,0.0,57.74,0.068965517,0,0,0,Wednesday,BOM,29,15,Tuesday,Wednesday,False,2517
RLV55D,1,2011-04-08,2011-04-11,2011-04-11,44,6.818181817999999,0.0,200.24,0.0,0,0,0,Wednesday,BOM,0,3,Monday,Monday,True,2477
TRAJBC,0,2011-05-10,2011-05-23,2011-05-23,14,14.28571429,0.0,49.97,0.0,0,0,0,Monday,DEL,0,13,Monday,Monday,True,2435
6ERUQ9,1,2009-01-05,2009-04-16,2011-06-12,37,70.27027027,0.0,40.66,0.005082592,0,0,0,Thursday,DEL,787,101,Thursday,Sunday,False,2415
QQNM35,0,2009-12-11,2009-12-21,2013-06-15,0,0.0,0.0,168.93,0.011792453,1,0,0,Monday,DEL,1272,10,Monday,Saturday,False,1681
K2D4ZQ,0,2010-07-09,2011-07-06,2011-07-06,0,0.0,0.0,50.73,0.0,0,0,0,Wednesday,DEL,0,362,Wednesday,Wednesday,True,2391
ZUN4CF,1,2010-10-16,2010-10-16,2013-12-17,52,17.30769231,5.769230769,90.59,0.015544041,1,0,0,Monday,BOM,1158,0,Saturday,Tuesday,False,1496
HA7L95,1,2010-09-01,2010-11-23,2013-11-26,51,1.960784314,0.0,63.53,0.020018198,0,0,0,Wednesday,DEL,1099,83,Tuesday,Tuesday,False,1517
2DHFAA,1,2010-10-24,2011-01-13,2013-10-03,46,0.0,0.0,149.33,0.02917505,1,0,0,Thursday,DEL,994,81,Thursday,Thursday,False,1571
39CMML,1,2010-11-02,2010-12-26,2011-01-19,42,14.28571429,2.380952381,99.97,0.208333333,0,0,0,Tuesday,DEL,24,54,Sunday,Wednesday,False,2559
6BMRPY,1,2011-01-18,2011-04-05,2013-11-05,47,10.63829787,0.0,115.96,0.037037037,1,0,0,Monday,DEL,945,77,Tuesday,Tuesday,False,1538
H4WLGH,0,2011-04-07,2011-04-12,2011-04-12,0,0.0,0.0,27.98,0.0,0,0,0,Friday,BOM,0,5,Tuesday,Tuesday,True,2476
NHKUWG,0,2010-09-19,2010-09-26,2010-09-26,0,0.0,0.0,113.96,0.0,0,0,0,Tuesday,DEL,0,7,Sunday,Sunday,True,2674
FY7APA,1,2011-03-16,2011-04-14,2013-09-19,49,10.20408163,2.040816327,267.6,0.032620922000000004,0,0,0,Thursday,BOM,889,29,Thursday,Thursday,False,1585
4SHS8Y,1,2011-02-17,2011-02-17,2011-02-17,45,2.222222222,2.222222222,24.22,0.0,0,0,0,Thursday,DEL,0,0,Thursday,Thursday,True,2530
RXMSBK,1,2011-03-07,2011-03-07,2014-01-15,43,55.81395349,11.62790698,151.39,0.031578947,1,0,0,Friday,BOM,1045,0,Monday,Wednesday,False,1467
GHMBPA,1,2010-12-01,2010-12-19,2014-01-16,49,24.48979592,20.40816327,222.53,0.048042705,0,0,1,Friday,DEL,1124,18,Sunday,Thursday,False,1466
D28LME,1,2010-09-03,2011-02-16,2012-08-29,45,13.33333333,4.444444444,56.34,0.125,1,0,0,Thursday,DEL,560,166,Wednesday,Wednesday,False,1971
M8Q4EG,1,2010-09-13,2011-06-14,2014-01-13,40,95.0,60.0,54.08,0.032838982999999995,0,0,0,Tuesday,DEL,944,274,Tuesday,Monday,False,1469
65G389,0,2011-03-27,2011-03-30,2011-03-30,0,0.0,0.0,124.49,0.0,0,0,0,Thursday,DEL,0,3,Wednesday,Wednesday,True,2489
KVJEXA,0,2009-06-18,2010-07-08,2010-07-08,0,0.0,0.0,40.04,0.0,0,0,0,Thursday,DEL,0,385,Thursday,Thursday,True,2754
8A342G,0,2010-06-03,2010-09-26,2012-05-31,0,0.0,0.0,70.71,0.137030995,1,0,0,Monday,DEL,613,115,Sunday,Thursday,False,2061
7BB7ZR,1,2011-05-02,2011-05-09,2013-10-13,42,33.33333333,7.142857143,94.99,0.009009009,0,0,0,Wednesday,DEL,888,7,Monday,Sunday,False,1561
65EAS4,0,2010-08-18,2010-08-18,2010-08-18,0,0.0,0.0,28.05,0.0,0,0,0,Thursday,DEL,0,0,Wednesday,Wednesday,True,2713
3TNEAE,0,2010-02-09,2010-02-09,2011-12-12,0,0.0,0.0,163.06,0.01490313,1,0,0,Tuesday,DEL,671,0,Tuesday,Monday,False,2232
2H4RC9,1,2011-01-27,2011-03-07,2013-01-17,37,51.35135135,0.0,59.09,0.090909091,0,0,0,Monday,BOM,682,39,Monday,Thursday,False,1830
A7364F,1,2010-12-07,2010-12-10,2010-12-10,45,0.0,0.0,52.49,0.0,0,0,0,Tuesday,DEL,0,3,Friday,Friday,True,2599
PBK32R,0,2011-03-11,2011-05-06,2011-08-31,0,0.0,0.0,77.01,0.111111111,1,0,0,Friday,BOM,117,56,Friday,Wednesday,False,2335
7CBQ2W,1,2010-03-24,2013-09-30,2014-01-06,39,20.51282051,10.25641026,38.04,0.091836735,1,0,0,Wednesday,DEL,98,1286,Monday,Monday,False,1476
UNMYM8,1,2010-01-18,2011-03-21,2013-11-03,36,94.44444444,36.11111111,62.29,0.050104384,1,0,0,Monday,DEL,958,427,Monday,Sunday,False,1540
82Q7J6,1,2010-02-17,2011-07-21,2011-07-21,44,4.545454545,2.272727273,55.17,0.0,0,0,0,Thursday,DEL,0,519,Thursday,Thursday,True,2376
GKWDJY,1,2010-08-18,2011-02-08,2012-09-03,46,17.39130435,0.0,77.39,0.013961606,0,0,0,Wednesday,DEL,573,174,Tuesday,Monday,False,1966
GMNSTA,1,2010-03-01,2010-08-18,2010-12-22,46,6.52173913,0.0,129.75,0.08730158699999999,0,0,0,Friday,DEL,126,170,Wednesday,Wednesday,False,2587
Y9VA4R,0,2010-10-27,2010-10-27,2010-10-27,0,0.0,0.0,55.83,0.0,0,0,0,Thursday,DEL,0,0,Wednesday,Wednesday,True,2643
9P3HVN,0,2009-07-03,2010-04-30,2010-09-24,0,0.0,0.0,30.48,0.040816327,0,0,0,Friday,DEL,147,301,Friday,Friday,False,2676
5PS3UW,0,2010-06-23,2010-06-23,2010-06-23,0,0.0,0.0,11.85,0.0,0,0,0,Wednesday,DEL,0,0,Wednesday,Wednesday,True,2769
TZNPMU,0,2010-05-07,2010-05-11,2010-05-11,0,0.0,0.0,74.48,0.0,0,0,0,Thursday,DEL,0,4,Tuesday,Tuesday,True,2812
BYHM8G,0,2011-05-10,2011-06-17,2011-06-17,0,0.0,0.0,25.0,0.0,0,0,0,Friday,DEL,0,38,Friday,Friday,True,2410
EC5ERN,1,2009-04-01,2010-03-11,2010-03-11,47,2.127659574,0.0,38.44,0.0,0,0,0,Friday,DEL,0,344,Thursday,Thursday,True,2873
K3R5LT,1,2011-01-18,2011-04-19,2013-02-14,37,56.75675676,0.0,127.05,0.073463268,0,0,0,Tuesday,DEL,667,91,Tuesday,Thursday,False,1802
WKEJJN,1,2011-02-28,2011-03-07,2011-03-07,45,6.666666667,0.0,33.74,0.0,0,0,0,Wednesday,DEL,0,7,Monday,Monday,True,2512
7MMQEQ,0,2010-12-02,2011-02-04,2011-02-04,0,0.0,0.0,150.72,0.0,0,0,0,Friday,BOM,0,64,Friday,Friday,True,2543
WVAKEN,1,2010-02-27,2011-03-16,2014-01-13,65,9.230769231,4.615384615,113.24,0.094777563,0,1,1,Tuesday,DEL,1034,382,Wednesday,Monday,False,1469
K5GVT2,0,2010-05-12,2011-03-31,2012-04-11,0,0.0,0.0,148.08,0.055702918,0,0,0,Monday,DEL,377,323,Thursday,Wednesday,False,2111
ZMZ7DK,0,2010-05-05,2010-05-05,2010-05-05,0,0.0,0.0,11.75,0.0,0,0,0,Thursday,DEL,0,0,Wednesday,Wednesday,True,2818
Z265R8,1,2011-03-27,2011-08-17,2014-01-15,48,100.0,43.75,79.84,0.06802721099999999,1,1,0,Monday,BOM,882,143,Wednesday,Wednesday,False,1467
T2GYG8,1,2011-03-06,2011-07-31,2011-08-14,45,0.0,0.0,97.5,0.14285714300000002,0,0,0,Monday,BOM,14,147,Sunday,Sunday,False,2352
M8U3QB,0,2010-11-03,2010-11-03,2013-12-09,0,0.0,0.0,58.7,0.011484099,1,0,0,Tuesday,BOM,1132,0,Wednesday,Monday,False,1504
LXRHC4,0,2009-06-04,2009-06-04,2009-06-04,0,0.0,0.0,27.3,0.0,0,0,0,Thursday,DEL,0,0,Thursday,Thursday,True,3153
LNBRUD,1,2009-12-17,2009-12-28,2009-12-28,16,0.0,0.0,27.59,0.0,0,0,0,Tuesday,DEL,0,11,Monday,Monday,True,2946
XLFBDZ,1,2010-09-12,2012-11-06,2014-01-13,45,15.55555556,2.222222222,102.96,0.069284065,1,0,0,Wednesday,DEL,433,786,Tuesday,Monday,False,1469
CQ3US7,1,2010-05-07,2010-05-20,2010-05-20,16,0.0,0.0,51.19,0.0,0,0,0,Thursday,DEL,0,13,Thursday,Thursday,True,2803
JKBYXZ,0,2009-07-28,2010-02-25,2011-11-11,0,0.0,0.0,71.47,0.041666667,0,0,0,Friday,DEL,624,212,Thursday,Friday,False,2263
EGDX6M,0,2011-02-28,2011-03-01,2011-03-01,0,0.0,0.0,50.56,0.0,0,0,0,Wednesday,BOM,0,1,Tuesday,Tuesday,True,2518
EN4MUH,1,2010-06-17,2010-09-23,2014-01-05,40,75.0,17.5,107.77,0.08666666699999999,1,0,0,Friday,DEL,1200,98,Thursday,Sunday,False,1477
Z7ZY9P,1,2011-04-03,2011-04-21,2011-06-20,45,2.222222222,0.0,72.44,0.05,0,0,0,Monday,BOM,60,18,Thursday,Monday,False,2407
ERXWY7,0,2009-10-28,2009-11-04,2009-11-18,0,0.0,0.0,40.64,0.14285714300000002,0,0,0,Thursday,DEL,14,7,Wednesday,Wednesday,False,2986
FA9CFV,0,2010-11-06,2011-03-31,2013-05-30,0,0.0,0.0,148.35,0.064475348,1,0,0,Monday,DEL,791,145,Thursday,Thursday,False,1697
TGP5A2,0,2010-11-18,2011-01-22,2012-11-11,0,0.0,0.0,64.2,0.007587253,0,0,0,Wednesday,DEL,659,65,Saturday,Sunday,False,1897
FMY3SW,1,2010-04-21,2010-05-09,2013-11-05,49,4.081632653,2.040816327,81.08,0.011755486,0,0,0,Monday,DEL,1276,18,Sunday,Tuesday,False,1538
SHU2VD,1,2010-11-30,2010-12-08,2010-12-08,16,0.0,0.0,15.21,0.0,0,0,0,Thursday,BOM,0,8,Wednesday,Wednesday,True,2601
H627V9,0,2010-11-16,2010-11-16,2010-11-16,0,0.0,0.0,4.49,0.0,0,0,0,Monday,BOM,0,0,Tuesday,Tuesday,True,2623
WFUZ8U,0,2009-12-03,2011-03-08,2011-09-27,0,0.0,0.0,43.8,0.014778325,0,0,0,Friday,DEL,203,460,Tuesday,Tuesday,False,2308
7W8BMP,1,2010-02-06,2011-03-06,2012-11-04,43,30.23255814,4.651162791,74.38,0.009852217,0,0,0,Monday,DEL,609,393,Sunday,Sunday,False,1904
QM49AX,0,2009-11-11,2009-11-11,2009-11-11,0,0.0,0.0,55.69,0.0,0,0,0,Friday,DEL,0,0,Wednesday,Wednesday,True,2993
JYRLK2,0,2010-10-20,2010-10-26,2013-10-16,0,0.0,0.0,71.65,0.011970534,0,0,0,Thursday,DEL,1086,6,Tuesday,Wednesday,False,1558
9UK7YJ,1,2011-03-07,2011-03-13,2013-11-06,48,16.66666667,0.0,70.13,0.009287926,0,0,0,Monday,DEL,969,6,Sunday,Wednesday,False,1537
NRB8K8,0,2009-11-30,2009-11-30,2009-11-30,0,0.0,0.0,29.59,0.0,0,0,0,Monday,DEL,0,0,Monday,Monday,True,2974
US5RN,0,2011-05-03,2011-05-08,2013-02-02,0,0.0,0.0,46.69,0.017295597,0,0,0,Wednesday,BOM,636,5,Sunday,Saturday,False,1814
4RAFVU,1,2010-04-18,2011-03-04,2012-02-01,18,0.0,0.0,67.82,0.02994012,0,0,0,Friday,DEL,334,320,Friday,Wednesday,False,2181
GM44U,1,2011-05-02,2012-05-19,2014-01-04,44,59.09090909,29.54545455,57.22,0.033613445,1,0,0,Tuesday,DEL,595,383,Saturday,Saturday,False,1478
3KYBN3,1,2009-09-10,2010-04-08,2014-01-19,53,15.09433962,3.773584906,119.3,0.07525325599999999,0,0,0,Monday,DEL,1382,210,Thursday,Sunday,False,1463
ETK8AW,1,2011-04-04,2011-07-12,2011-07-12,44,4.545454545,0.0,55.93,0.0,0,0,0,Friday,DEL,0,99,Tuesday,Tuesday,True,2385
8QBYR7,1,2009-12-04,2012-12-18,2012-12-18,45,0.0,0.0,72.81,0.0,0,0,0,Wednesday,DEL,0,1110,Tuesday,Tuesday,True,1860
8Z7CKG,0,2010-11-13,2010-12-11,2010-12-11,0,0.0,0.0,48.47,0.0,0,0,0,Monday,DEL,0,28,Saturday,Saturday,True,2598
Q25K8R,1,2010-12-06,2010-12-28,2010-12-28,16,0.0,0.0,148.13,0.0,0,0,0,Tuesday,BOM,0,22,Tuesday,Tuesday,True,2581
UZNQDU,0,2010-03-23,2010-03-23,2010-04-18,0,0.0,0.0,70.84,0.076923077,0,0,0,Tuesday,DEL,26,0,Tuesday,Sunday,False,2835
FPHN67,1,2010-09-11,2010-11-12,2012-01-31,46,15.2173913,13.04347826,111.22,0.017977528,1,0,0,Friday,BOM,445,62,Friday,Tuesday,False,2182
FYHVE7,0,2010-10-11,2011-03-15,2012-05-04,0,0.0,0.0,27.57,0.043269231,1,0,0,Friday,DEL,416,155,Tuesday,Friday,False,2088
SCXMXZ,0,2011-02-01,2011-03-17,2013-09-10,0,0.0,0.0,26.32,0.012114537,0,0,0,Thursday,BOM,908,44,Thursday,Tuesday,False,1594
DWPL92,0,2009-06-24,2010-09-27,2011-06-23,0,0.0,0.0,79.75,0.018587361,0,0,0,Monday,DEL,269,460,Monday,Thursday,False,2404
UWY3KK,0,2010-04-17,2010-04-17,2010-04-17,0,0.0,0.0,72.54,0.0,0,0,0,Monday,DEL,0,0,Saturday,Saturday,True,2836
UFLLRP,0,2010-01-04,2010-01-04,2011-10-24,0,0.0,0.0,64.82,0.027355623,0,0,0,Friday,DEL,658,0,Monday,Monday,False,2281
MEP6FK,1,2010-05-10,2010-05-17,2010-08-29,18,0.0,0.0,43.61,0.038461538,0,0,0,Tuesday,DEL,104,7,Monday,Sunday,False,2702
WVJJ44,1,2010-11-14,2011-03-24,2013-12-29,52,17.30769231,3.846153846,71.13,0.033630069,0,0,0,Thursday,BOM,1011,130,Thursday,Sunday,False,1484
C3KMVW,1,2011-02-26,2011-05-16,2011-06-12,36,16.66666667,5.555555556,56.77,0.074074074,0,0,0,Tuesday,BOM,27,79,Monday,Sunday,False,2415
8PXJ72,1,2011-03-26,2011-04-13,2011-05-25,47,0.0,0.0,70.79,0.095238095,0,0,0,Wednesday,BOM,42,18,Wednesday,Wednesday,False,2433
L2ZNN,1,2011-05-02,2011-05-17,2011-06-20,16,0.0,0.0,40.94,0.088235294,0,0,0,Tuesday,DEL,34,15,Tuesday,Monday,False,2407
5JR3AY,1,2011-03-06,2011-04-13,2011-08-11,46,17.39130435,6.52173913,82.32,0.041666667,0,0,0,Friday,BOM,120,38,Wednesday,Thursday,False,2355
TWKFUR,0,2010-09-10,2011-07-18,2012-07-23,0,0.0,0.0,72.2,0.005390836,0,0,0,Wednesday,DEL,371,311,Monday,Monday,False,2008
4PNN56,1,2011-02-18,2012-05-29,2013-06-19,44,40.90909091,4.545454545,89.79,0.015544041,0,0,0,Thursday,DEL,386,466,Tuesday,Wednesday,False,1677
4F3BT2,0,2010-01-03,2010-03-28,2010-04-19,0,0.0,0.0,28.62,0.090909091,0,0,0,Monday,DEL,22,84,Sunday,Monday,False,2834
RXKZVE,0,2010-08-31,2010-11-04,2010-11-04,0,0.0,0.0,91.63,0.0,0,0,0,Thursday,DEL,0,65,Thursday,Thursday,True,2635
PPDTZE,0,2009-09-01,2009-09-01,2010-01-29,0,0.0,0.0,52.38,0.013333333,0,0,0,Thursday,DEL,150,0,Tuesday,Friday,False,2914
NX7HYA,1,2010-12-07,2011-02-25,2012-04-30,45,13.33333333,2.222222222,34.95,0.095348837,1,0,0,Tuesday,DEL,430,80,Friday,Monday,False,2092
9XVFJJ,0,2010-08-30,2012-12-15,2013-12-18,3,0.0,0.0,99.89,0.008152174,0,0,0,Wednesday,DEL,368,838,Saturday,Wednesday,False,1495
FB4PJW,0,2009-09-11,2009-12-17,2009-12-17,0,0.0,0.0,121.61,0.0,0,0,0,Friday,DEL,0,97,Thursday,Thursday,True,2957
QL9PSC,1,2010-08-31,2010-11-03,2010-11-03,47,0.0,0.0,125.92,0.0,0,0,0,Thursday,DEL,0,64,Wednesday,Wednesday,True,2636
DWGB2Q,0,2010-09-14,2010-09-16,2010-09-16,0,0.0,0.0,14.96,0.0,0,0,0,Thursday,DEL,0,2,Thursday,Thursday,True,2684
STQ4SH,1,2011-05-08,2011-05-08,2011-05-08,42,16.66666667,7.142857143,50.8,0.0,1,0,0,Friday,BOM,0,0,Sunday,Sunday,True,2450
N4VBT7,0,2009-08-05,2009-09-16,2010-07-05,0,0.0,0.0,129.44,0.150684932,0,0,0,Tuesday,DEL,292,42,Wednesday,Monday,False,2757
W3VPAX,1,2010-11-08,2011-01-16,2013-11-17,53,16.98113208,1.886792453,67.59,0.055984556,0,0,0,Monday,DEL,1036,69,Sunday,Sunday,False,1526
R6QJPU,1,2008-08-28,2009-04-20,2014-01-19,87,24.13793103,0.0,223.44,0.132564841,1,1,1,Monday,DEL,1735,235,Monday,Sunday,False,1463
7ZCEQN,1,2009-10-22,2010-06-28,2012-04-02,47,6.382978723,4.255319149,81.71,0.007763975,0,0,0,Monday,DEL,644,249,Monday,Monday,False,2120
YL47UD,1,2010-02-03,2010-12-29,2014-01-09,44,77.27272727,6.818181817999999,185.46,0.07768744400000001,1,0,1,Monday,DEL,1107,329,Wednesday,Thursday,False,1473
KCASF,1,2011-04-25,2011-05-02,2013-11-20,51,9.803921569,0.0,115.79,0.009646302,0,0,0,Tuesday,BOM,933,7,Monday,Wednesday,False,1523
ZM5BDS,1,2010-02-13,2010-04-05,2010-08-30,41,31.70731707,2.43902439,20.82,0.054421769,0,0,0,Monday,DEL,147,51,Monday,Monday,False,2701
DJ2QXR,1,2010-09-23,2010-10-07,2013-11-04,41,63.41463415,9.756097561,33.07,0.006227758000000001,0,0,0,Friday,DEL,1124,14,Thursday,Monday,False,1539
2BQXSC,1,2010-02-09,2010-04-13,2010-04-27,18,0.0,0.0,52.06,0.35714285700000004,0,0,0,Wednesday,DEL,14,63,Tuesday,Tuesday,False,2826
AMT8MV,1,2010-09-01,2012-02-14,2012-02-14,16,0.0,0.0,98.3,0.0,0,0,0,Wednesday,DEL,0,531,Tuesday,Tuesday,True,2168
CXPLJB,1,2010-08-05,2010-08-23,2014-01-19,49,65.30612245,0.0,59.31,0.047389558,1,0,0,Tuesday,BOM,1245,18,Monday,Sunday,False,1463
VUR4L4,1,2008-08-14,2008-08-14,2008-08-14,41,34.14634146,4.87804878,19.68,0.0,0,0,0,Thursday,DEL,0,0,Thursday,Thursday,True,3447
QDG9MY,1,2010-05-03,2010-10-17,2014-01-02,37,72.97297297,8.108108108,106.23,0.05200341,1,0,0,Monday,DEL,1173,167,Sunday,Thursday,False,1480
CHJN4U,1,2010-11-06,2010-11-11,2013-04-28,45,8.888888889,2.222222222,55.26,0.014460512,0,0,0,Friday,DEL,899,5,Thursday,Sunday,False,1729
AZ8E27,0,2010-08-28,2013-04-15,2013-06-17,0,0.0,0.0,73.72,0.095238095,0,0,0,Tuesday,DEL,63,961,Monday,Monday,False,1679
Z54GNQ,1,2010-06-17,2011-03-08,2013-09-22,40,35.0,10.0,62.32,0.032292788,0,0,0,Wednesday,DEL,929,264,Tuesday,Sunday,False,1582
9HMVH7,0,2008-12-13,2008-12-13,2008-12-13,0,0.0,0.0,11.25,0.0,0,0,0,Wednesday,DEL,0,0,Saturday,Saturday,True,3326
JYBHXW,0,2010-01-10,2010-09-07,2012-03-21,0,0.0,0.0,59.25,0.017825312,0,0,0,Monday,DEL,561,240,Tuesday,Wednesday,False,2132
